Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Poonam Khatri,,"[[Wushu (sport)|Wushu]] player, Boxer and Police officer",,,,,{{birth-date and age|15 August 1986}},,"[[Jhajjar]], [[Haryana]], India",,,,,Poonam Khatri.jpg,,,,,,,,,Poonam Kajla,Indian,75 Kg,,,
Poonam Rani,,,,,,,{{birth date and age|df|=|yes|1993|02|08}},,"[[Haryana]], India",,,,,,,,,,,,,,,,,,,
Poornima Indrajith,,{{hlist|[[Film]] [[Actor|Actress]]|[[Television presenter|Television host]]|[[Dancer]]|[[Columnist]]|[[Dubbing (filmmaking)|Dubbing artist]]|[[Fashion designer]]|[[Entrepreneur]]|[[Model (person)|Model]]}},,,,{{marriage|[[Indrajith Sukumaran]]|2002}},,,,,,,,File:Poornima at 60th Filmfare Awards South (cropped).jpg,,{{ubl|[[Prarthana Indrajith]]|Nakshatra Indrajith}},,,,,,,Poornima Mohan,,,,,
Poornima Ramaswamy,,"entrepreneur, fashion costume designer, celebrity stylist",,,,,,,,,,fashion designing,,,,,,,,,,,,[[India]]n,,,,
Poorva Kiran Shetye,,,,,,,12 March 1993,,"[[Mumbai]], India",,,,,,,,,,,,,,,Indian,58 kg (128 lb),5 ft 0 in,,
Poorvisha S Ram,,,India,,,,{{birth date and age|df|=|yes|1995|1|24}},,"[[Bangalore]], [[Karnataka]], India",,,,,,,,,,,,,,,,,,,
Poulomi Ghatak,,,,,,Soumyadeep Roy,3 January 1983,,"[[Kolkata]], [[West Bengal]]",,,,,"XIX Commonwealth Games-2010 Delhi (Women’s Table Tennis) Poulomi Ghatak of India in an action against Zhenhua Vivian Tan of Australia, at Yamuna Sports Complex, in New Delhi on October 06 2010 (cropped).jpg",,,,,,,,,,,,,,
Dr. Prabhakiran Jain,,"Poet, Philanthropist",,,,,{{Birth date and age|1963|10|30|df|=|yes}},,"[[Herbertpur]], [[Uttarakhand]], India",,,,"''Manonayan'' (2013), ''Katha Sarita Katha Sagar (2007)'', ''Gommateshwar Bahubali'' (2018)",[[File:Prabhakiran Jain.jpg|256x256px|frameless|alt=Dr. Prabhakiran Jain|Dr. Prabhakiran Jain]],[https://www.prabhakiranjain.com prabhakiranjain.com],,,,,,,,,Indian,,,,
Prabhjot Kaur,,Author,,,,,{{Birth date|1924|07|06|df|=|y}},{{Death date and age|2016|11|24|1924|07|06|df|=|y}},,,,,,,,,,,,,,,,,,,,
Pradnya Gadre,,,{{IND}},,,,{{birth date and age|df|=|yes|1990|10|17}},,[[India]],,,,,,,,,,,,,,Pradnya Gadre,,,,,
Prafulla Dilip Dahanukar,,,,,,Dilip Dahanukar,{{Birth date|1934|01|01|df|=|yes}},{{death date and age|df|=|yes|2014|03|01|1934|01|01}},"[[Goa]], [[Portuguese India]]","[[Mumbai]], [[India]]",,,,Prafulla Dahanukar photo.jpg,,2,,,,,"Sir J. J. School of Arts Gold Medalist 1955 , The [[Bombay Art Society]] Silver Medal in 1955",,Prafulla Subrai Joshi,Indian,,,,
Prajakta Sawant,,,{{IND}},,,,{{Birth date and age|df|=|yes|1992|10|28}},,"[[Mumbai]], India",,,,,,,,,,,,,,,,,"5’ 9""",,
Prakashi Tomar,,[[Shooting sport|Sharpshooter]],,,,,{{birth-date and age|01 January 1937}},,"[[Muzaffarnagar]], [[Uttar Pradesh]]",,,,,Prakashi tomar.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Pramila S Bhatt,,,India,,,,{{Birth date and age|1969|9|16|df|=|yes}},,"[[Bangalore]], [[Karnataka]], India",,,,,,,,,,,,,,,,,,,
Pramila Prava Minz,,,India,,,,,,"[[Odisha]], [[India]]",,,,,,,,,,,,,,,{{IND}},,,,
Pranati Nayak,,,,,,,{{birth date and age|1995|04|06|df|=|y}},,"[[Pingla]], [[West Bengal]], [[India]]",,,,,,,,,,,,,,,,,144 cm,,
Pranita Talukdar,,,,,,,1935,20 April 2019 (aged 83-84),,,,,,Smt. Pranita Talukdar (Assam) at the presentation of Stree Shakti Puraskar 2012 on the occasion of International Women’s Day (cropped).jpg,,,,,,,,,,,,,,
Pranitha Vardhineni,,[[Sportsperson]] ([[Archery|Archer]]),,,,,,,"[[Parvathagiri]], [[Warangal]], [[Telangana]]",,,,,,,,,,,,,,,[[India]]n,,,,
Pranjala Yadlapalli,,,{{IND}},,,,{{birth date and age|1999|3|30|df|=|yes}},,"[[Guntur]], India",,,,,,,,,,,,,,,,,,,
Prarthana Gulabrao Thombare,,,{{IND}},,,,{{birth date and age|df|=|yes|1994|6|18}},,"[[Barshi]], India",,,,,,,,,,,,,,,,,,,
Prashanti Singh,,,,,,,{{birth date and age|df|=|yes|1984|05|05}},,"[[Varanasi]], [[Uttar Pradesh]], India",,,,,File-SANY3259.JPG,,,,,,,,,,{{flagicon|IND}} Indian,65&nbsp;Kg,5&nbsp;ft 8 in (1.73&nbsp;m),,
Prashanti Tipirneni,,"[[Costume designer]], producer",,,,,,,"[[Hyderabad]], [[India]]",,,,,,,,,,,,,,,,,{{height|ft|=|in|=}},,
Prasmita Mangaraj,,,{{flagu|India}},,,,{{birth date and age|1977|07|04|df|=|y}},,,,,,,,,,,,,,,,,,{{convert|56.02|kg|lb|abbr|=|on}},,,
Pratiba Naitthani,,Professor at St. Xavier's College,,,,,,,"Mumbai, India",,,,,,,,,,,,"2007 Outstanding Woman of Mumbai
2005 Power Goddess of India by India Today",,,India,,,,
Pratibha Ray,,,,,,,{{Birth date and age|df|=|yes|1944|01|21}},,"Alabol, Balikuda, [[Jagatsinghpur district|Jagatsinghpur]], [[Odisha]], [[British India]]",,,,"''Yajnaseni'', ''Sheelapadma''",Pratiba Ray 2010.JPG,{{url|http://pratibharay.org/}},,,,,,[[Jnanpith Award]]<br />[[Moortidevi Award]],"M.A. (Education), PhD (Educational Psychology)",,,,,,
Pratima Devi,,,,,,"Nilanath Mukhopadhyay, [[Rathindranath Tagore]]",{{Birth year|1893}},{{Death year and age|1969|1893}},Calcutta,Santiniketan,,,,PratimaDevi1921.jpg,,,,,,,,,,Indian/Bengali,,,,
Pratima Puhan,,,India,,,,{{birth date and age|df|=|yes|1991|08|27}},,"[[Cuttack]], [[Odisha]], [[India]]",,,,,,,,,,,,,,,{{IND}},,,,
Pravina Mehta,,[[Architect]],,,,,1923 or 1925,1992 or 1988,,,,[[Navi Mumbai]] urban planning Layout,,,,,,,,,,,,Indian,,,,
Preeti Bose,,,India,,,,{{birth date and age|1992|4|20|df|=|yes}},,"[[Sonipat]], [[Haryana]]",,,,,,,,,,,,,,,,,,,
Preeti Dubey,,,India,,,,{{birth date and age|mf|=|yes|1998|06|13}},,,,,,,,,,,,,,,,,{{IND}},,,,
Preeti Shenoy,,Writer,,,,,{{Birth date and age|1971|12|21|df|=|y}},,,,,,,Preeti nitya.jpg,,,,,,,,,,Indian,,,,
Prem Chowdhry,,"Academic, activist, artist",,,,,1944,,[[India]],,,,,,,,,,,,,,,Indian,,,,
Premlata Agrawal,,[[Mountain climber]],,,,Vimal Agarwal,{{Birth year and age|1963}},,"[[Darjeeling]], [[West Bengal]]",,,Summiting [[Mount Everest]] (2011)The first Indian woman - mountaineer to complete the seven summits and the oldest Indian women mountaineer to summit Mount Everest at an age of 48 years,,"The President, Shri Ram Nath Kovind presenting the Tenzing Norgay National Adventure Award, 2017 to Smt. Premlata Agrawal for Land Adventure, in a glittering ceremony, at Rashtrapati Bhavan, in New Delhi on August 29, 2017.jpg",,,,,,,,,Premlata Garg,[[India]]n,,,,
Prerna Bhambri,,,{{IND}},,,,{{birth date and age|1992|09|12|df|=|y}},,India,,,,,,,,,,,,,,,,,,,
Pritam Rani Siwach,,,,,,,{{birth date and age|1974|10|2|df|=|y}},,"[[Jharsa]], [[Gurgaon]]",,,,,,,,,,,,,,,,,,,
Priti Gautam Adani,,{{hlist|Businessperson|philanthropist}},,,,[[Gautam Adani]],1965,,"[[Mumbai]], [[Maharashtra]], India",,,,,,,2,,,"Chairperson, [[Adani Foundation]]",,,,,,,,,
Priti Patkar,,,,,,,,,[[Mumbai]],,,her work with women and children in [[red light districts]] of Mumbai. She conceptualised and founded world's first night care center for children of women working in red light districts.,,Priti_Patkar.jpg,,,,,,,,,,,,,,
Priti Sengupta,,"Poet, Writer",,,,Chandan Sengupta,{{birth date and age|df|=|yes|1944|5|17}},,"[[Ahmedabad]], [[Gujarat]]",,,,"* ''Juinu Jhumkhu'' (1982)
* ''Khandit Aakash''(1985)",Shri Preeti Sengupta.jpg,,,પ્રીતિ સેનગુપ્તા,Priti Sengupta Autograph.jpg,,,[[Kumar Suvarna Chandrak]] (2006),[[Master of Arts]],Priti Sengupta,[[India]]n,,,,
Priya Kumar,,"Writer, motivational speaker",,,,,{{Birth date and age|df|=|y|1974|03|04}},,"[[Chandigarh]], [[India]]",,,,"{{plainlist|
* ''[[I Will Go with You (novel)|I Will Go with You]]'' (2015)}}",Priya Kumar (cropped).jpg,{{URL|priya-kumar.com}},,,,,,,,,[[India|Indian]],,,,
Priya Malik,,,[[India]],,,,{{birth date and age|2000|11|14}},,"[[Haryana]], [[India]]",,,,,,,,,,,,,,,,73 kg,1.63 m,,
Priya P.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Surender Punia,,,India,,,,{{birth date and age|1996|8|6|df|=|yes}},,"[[Jaipur]], [[Rajasthan]], India",,,,,,,,,,,,,,,,,,,
Priya Ramani,,"[[Journalist]], [[editor]]",,,,[[Samar Halarnkar]],,,,,,,,,,,,,"Editor at large, [[Juggernaut Books]]",,,,,,,,,
Priyambada Mohanty Hejmadi,,Classical dancer<br>Art writer<br>Biologist,,,,,18 November 1935,,India,,,[[Odissi]]<br>Developmental biology,,"Priyambada Mohanty Hejamdi during 22nd Odia Film Award ceremony 2014, Bhubaneswar.jpg",,,,,,,[[Padma Shri]]<br>Odissi Nrutya Sanman,,,,,,,
Priyanka Bora,,,,,,,{{birth date and age|1985|1|7|df|=|y}},,[[Maharashtra]],,,,,,,,,,,,,,,[[India]],54 kgs,{{convert|178|cm|in|0|abbr|=|on}},,
Priyanka Chopra Jonas,,{{hlist|Actress|singer|film producer|model}},,,,{{Marriage|[[Nick Jonas]]|2018}},{{Birth date and age|df|=|yes|1982|7|18}},,"[[Jamshedpur]], [[Bihar]] (now in [[Jharkhand]]), [[India]]",,,,,Priyanka-chopra-gesf-2018-7565.jpg,,,,Signature Priyanka Chopra.png,[[Miss World 2000]],[[Padma Shri]] (2016),[[List of awards and nominations received by Priyanka Chopra|Full list]],,Priyanka Chopra,,,,,
Priyanka Khedkar,,,,,,,{{birth date and age|1984|11|1|df|=|y}},,,,,,,,,,,,,,,,,[[India]],,{{convert|166|cm|in|0|abbr|=|on}},,
Priyanka Phogat,,,[[India]],,,,{{Birth date and age|df|=|yes|1993|5|12}},,"[[Balali]], [[Haryana]], India",,,,,,,,,,,,,,,[[India]]n,,,,
Priyanka Raina,,"director, Film Critic",,,,,{{birth date and age|df|=|yes|1982|03|20}},,"[[Bandra]], [[Mumbai]], India",,,''[[Daal Mein Kuch Kaala Hai]]'' <br/> Azaad Bharat <br/> Clean and Green India,,Priyanka Raina IMG002.jpg,"{{plainlist|
* |URL|http://priyankaraina.co.in//|
* |URL|http://themagicpr.com//|}} {{URL|http://priyankaraina.co.in//}} * {{URL|http://themagicpr.com//}}",,,,,,,,,,,,,
Priyanka Roy,,,India,,,,{{Birth date and age|1988|3|2|df|=|yes}},,"[[Calcutta]], [[West Bengal]], India",,,,,File:Priyanka Roy.jpg,,,,,,,,,,,,,,
Punam Reddy,,,{{IND}},,,,{{birth date and age|1987|6|25|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Punam Yadav,,,{{IND}},,,,{{birth date and age|1995|7|09|df|=|yes}},,"[[Varanasi]], [[Uttar Pradesh]], India25",,,,,,,,पूनम यादव,,,,,,,[[India]]n,,,,
Punjabi,,,,,,,,,,,,,,File:Punjabi gurmukhi shahmukhi.png,,,,,,,,,,,,,,
Pupul Jayakar,,,,,,,{{Birth date|df|=|yes|1915|09|11}},{{Death date and age|df|=|yes|1997|03|29|1915|09|11}},"[[Etawah]], Uttar Pradesh",[[Bombay]] (now [[Mumbai]]),,,,PupulJayakarPic.gif,,[[Radhika Herzberger]],,,,,[[Padma Bhushan]],,Pupul Mehta,,,,,
Purnima Choudhary,,,India,,,,{{Birth date and age|1971|10|15|df|=|yes}},,"[[Calcutta]], [[India]]",,,,,,,,,,,,,,,,,,,
Purnima Mahato,,,[[India]],,,,,,[[Jamshedpur]],,,,,"Purnima mahato with deepika kumari at world cup final,istanbul.jpg",,,,,,,,,,[[India]]n,,,,
Purnima Rau,,,India,,,,{{birth date and age |1967|01|30}},,"[[Secunderabad]], India",,,,,,,,,,,,,,,,,,,
Purvasha Shende,,,{{IND}},,,,{{birth date and age|1998|8|26}},,"[[Manipur]], India",,,,,,,,,,,,,,,,,,,
Pushpalata Das,,[[Indian independence activist]]<br>Social worker,,,,[[Omeo Kumar Das]],{{Birth date|df|=|yes|1915|03|27}},{{Death date and age|df|=|yes|2003|11|09|1915|03|27}},"[[North Lakhimpur]], [[Assam]], India","[[Kolkata]], [[West Bengal]], India",,,,,,1 daughter,,,,,[[Padma Bhushan]]<br>Tamrapatra Freedom Fighter Award,,,,,,,
Pwilao Basumatary,,,,,,,,,,,,,,,,,,,,,,,,Indian,,,,
Pyari Xaxa,,,,,,,{{birth date and age|1997|5|18|df|=|y}},,"[[Odisha]], India",,,,,,,,,,,,,,,,,,,
R.S.Subbalakshmi,,"[[Social reformer]], [[educationist]], Member of [[Madras Legislative Council]], [[Madras Presidency]]",,,,,{{Birth date|df|=|yes|1886|08|18}},{{death date and age|1969|12|20|1886|08|18|df|=|y}},"[[Mylapore, Madras]], India",[[Madras]],,,,Sister Subbalakshmi with some ladies of Madras.jpg,{{url|sites.google.com/site/sisterrssubbalakshmi/}},,,,,,"[[Kaiser-i-Hind]] award, [[Padma Shree]] award",[[Botany]],,,,,,
Disha Oberoi,,"[[radio jockey|RJ]], [[Flight Attendant]]",,,,,,,[[Delhi]],,,,,,,,,,,,,,Disha Oberoi,[[India]]n,,,,
RJ Malishka,,[[radio jockey|RJ]],,,,,,,[[Mumbai]],,,,,RJ Malishka at Special screening of Thor Ragnarok.jpg,,,,,,,,,Malishka Mendonsa,[[India]]n,,,,
RJ Renu,,[[Radio jockey]]<br>[[Video jockey]],,,,,,,"[[Kothamangalam]], [[Kerala]]",,,Love Bytes (Kappa TV)<br>Star Jam (Club FM),,RenuJospeph1.jpg,,,,,,,,,Renu Joseph Elenjical,[[India]]n,,,,
Racewalking,,,,,,,,,,,,,,1987WorldCupTrials.jpg,,,,,,,,,,,,,,
Radhika Govindrajan,,"[[anthropologist]], professor",,,,,,,,,,''Animal Intimacies'',,,,,,,,,,,,American,,,,
Radhika Herzberger,,Educationist and writer,,,,Hans Herzberger,1938,,"Uttar Pradesh, India",,,,,,{{URL|Official web site}},,,,,,[[Padma Shri]],,Radhika Jayakar,,,,,
Radhika Khanna,,,,,,,{{Birth date and age|mf|=|yes|1974|03|23}},,"[[Amritsar]], India",,,Fashion designer,,Radhika khanna new york city.jpg,{{URL|http://www.radhikakhanna.com}},,,,,,,[[Fashion Institute of Technology]],,American,,,,
Radhika Roy,,"Executive co-chairperson, [[NDTV]]",,,,[[Prannoy Roy]],{{Birth date and age|1949|05|07|df|=|yes}},,"[[Calcutta]], [[India]]",,,,,,,,,,,,,,Radhika Das,,,,,
Radhika Tulpule,,,{{IND}},,,,{{birth date and age|df|=|yes|1982|02|09}},,"[[Pune]], India",,,,,,,,,,,,,,,,,,,
R. Chudamani,,Writer,,,,,{{birth date|df|=|yes|1931|1|10}},{{death date and age|df|=|yes|2010|9|13|1931|1|10}},"Madras, Tamilnadu",,,,,ChudamaniRaghavanPic.jpg,,,,,,,,,Raghavan Chudamani,,,,,
Rahi Sarnobat,,,{{IND}},,,,{{birth date and age|df|=|yes|1990|10|30}},,"[[Kolhapur]], [[Maharashtra]], India",,,,,Rahi Sarnobat.jpg,,,,,,,,,,,{{convert|75|kg|lb|abbr|=|on}} (2014),{{convert|5.1|ft|abbr|=|on}} (2014),,
Raj Kaur,,Sports and constable in Punjab Police,India,,,,{{birth date and age|1991|01|01}},,Amritsar,,,,,,,,राज कौर,,,,,Graduate,,India,,,,
Rajalakshmi,,Writer,,,,,{{Birth date|1930|6|2}},{{Death date and age|1965|1|18|1930|6|2}},"[[Cherpulassery]], [[Palakkad district]], [[Kerala]], India","[[Kerala]], India",,,{{ubl|''Oru Vazhiyum Kure Nizhalukalum''|''Njanenna Bhavam''|''Uchavelyilum Ilamnilavum''}},,,,,,,,{{ubl|1960&nbsp;[[Kerala Sahitya Akademi Award for Novel]]}},,,Indian,,,,
Rajam Krishnan,,,,,,,1924 or 1925,20 October 2014,"[[Musiri]], [[Tiruchirapalli district]]",,,,,RajamKrishnanPic.jpg,,,,,,,,,Rajam Krishnan,,,,,
Rajammal P. Devadas,,[[Nutritionist]]<br>Educationist,,,,Edward Devadas,{{Birth date|1919|04|07|df|=|y}},{{death date and age|2002|3|17|1919|04|07|df|=|y}},"[[Chengam]], [[North Arcot]], [[Tamil Nadu]], India",,,[[Avinashilingam Institute for Home Science and Higher Education for Women]],,File:Rajammal P Devadas.jpg,,1,,,,,[[Padma Shri]]<br>[[Jamnalal Bajaj Award]],,Rajammal Packiyanathan Devadas,,,,,
Rajani Etimarpu,,,,,,,{{Birth date and age|1990|6|9|df|=|y}},,"[[Andhra Pradesh]], India",,,,,File:Rajanii pic.jpg,,,,,,,,,,,60 kg,1.72 m,,
Rajani Venugopal,,,India,,,,{{Birth date and age|1969|5|28|df|=|yes}},,"[[Hyderabad, India|Hyderabad]], [[India]]",,,,,,,,,,,,,,,,,,,
Rajashree Birla,,Businessperson,,,,[[Aditya Vikram Birla]],{{birth year and age|1948}},,"[[Madurai]], [[Tamil Nadu]], India",,,,,,{{URL|adityabirlascholars.net/about/rajshribirla.aspx|Official web page}},"[[Kumar Mangalam Birla]] (son), <br> Vasavadatta Bajaj (daughter)",,,,,[[Padma Bhushan]]<br>Women Achievers Award<br>Corporate Citizen of the Year<br>Seva Shiromani Award<br>Citizen of Bombay Award 2003<br>The Pride of India Award,,,,,,,
Rajeshwari Chatterjee,,"Professor, scientist",,,,,{{birth date|df|=|yes|1922|1|24}},{{Death date and age|2010|9|3|1922|1|22|df|=|y}},,,,,,Rajeshwari_Chatterjee_image.jpg,,,,,,,,,,Indian,,,,
Rajeshwari Dholakia,,,India,,,,{{Birth date and age|1959|12|26|df|=|yes}},,"Mumbai, [[India]]",,,,,,,,,,,,,,,,,,,
Rajeshwari Shivanand Gayakwad,,,India,,,,{{Birth date and age|df|=|yes|1991|06|01}},,"[[Bijapur]], [[Karnataka]], [[India]]",,,,,2020 ICC W T20 WC I v B 02-24 Gayakwad (01).jpg,,,,,,,,,,,,,,
Rajmohini Devi,,Social service,,,,,,,"Grogori, [[Sarguja]], North [[Gondwana]], [[Chhattisgarh]], India","[[Sarguja]], North [[Gondwana]], [[Chhattisgarh]], India",,''Bapu Dharma Sabha Adivasi Seva Mandal'',,,,,,,,,[[Padma Shri]],,,,,,,
Rajni Kumar,,Educationist,,,,Yudishter Kumar,{{Birth-date and age|5 March 1923}},,England,,,,,,{{URL|http://springdales.com/index.asp|Official web site}},,,,,,[[Padma Shri]]<br>Gr8! Women Award,,,,,,,
Rajshree Agarwal,,"[[Professor]], [[researcher]]",,,,,,,,,,,,,,,,,,,,[[University of Mumbai]] ([[Master of Arts|MA]])<br />[[SUNY Buffalo]] ([[Doctor of Philosophy|PhD]]),,,,,,
Rajwinder Kaur,,,,,,,{{birth-date and age|2 April 1984}},,"[[Jalandhar]], [[Punjab, India|Punjab]], India",,,,,,,,,,,,,,,,,,,
Rajyashree Kumari,,,,,,,{{birth date and age|1953|6|4|df|=|y}},,"[[Bikaner]], [[Rajasthan]], [[India]]",,,,,,,,,,,,,,,,,,,
Rakhshanda Jalil,,"Indian writer, critic and literary historian",,,,,{{Birth-date and age|20 July 1963}},,[[Delhi]],,,,,"Rakhshanda Jalil bharat-s-tiwari-photography-IMG 8260 July 19, 2017.jpg",,,,,,,,"[[Miranda House, Delhi]], [[Delhi University]], [[Jamia Millia Islamia]]",,,,,,
Rama Mehta,,,,,,,1923,1978,,,,,,RamaMehtaPic.jpg,,,,,,,,,Rama Mehta,,,,,
Rama Rajamouli,,"[[Costume designer]], film stylist",,,,{{marriage|[[S. S. Rajamouli]]|2001}},,,"[[Andhra Pradesh]], [[India]]",,,,,,,2,,,,,,,,,,,,
Ramabai Ranade,,,,,,[[Mahadev Govind Ranade]],{{Birth date|1862|1|25|df|=|yes}},"{{Death date and age|1924|01|25|1863|1|25|df|=|yes}} Seva Sadan, [[Pune]]","Devarashtre, [[Bombay Presidency]], [[British Raj|British India]] (present-day [[Sangli]], [[Maharashtra]], [[India]])",,,Women's education and self-reliance,,Ramabai-ranade.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Ramadevi Choudhury,,"Indian independence activist, social reformer",,,,,{{Birth date|df|=|y|1899|12|03}},{{Death date and age|df|=|y|1985|07|22|1899|12|3}},"Satyabhamapur village, [[Cuttack district]], Odisha, [[British India]]","[[Cuttack]], Odisha, [[India]]",,,,Ramadebi.jpg,,,'''ରମାଦେବୀ ଚୌଧୁରୀ''',,,,,,,Indian,,,,
Ramanichandran,,Author,,,,,,,"Kayamozhi Village,Tuticorin[[Tamil Nadu]], India",,,,,https://images.gr-assets.com/authors/1413196677p5/6982752.jpg,,,,,,,,,,Indian,,,,
Ramarao Indira,,,,,,,22 April 1952,,,,,,,Prof. R. Indira.jpg,,,,,,,,,,,,,,
Rambha Gandhi,,{{ubl|Playwright|Short story writer|Essayist|Poet}},,,,,{{Birth date|df|=|yes|1911|04|27}},{{death date and age|df|=|y|1986|03|29|1911|04|27}},Sarwal,,,,{{ubl|''Sansarsagarne Teerethi'' (1969)}},,,,,,,,{{ubl|Bhagini Nivedita Prize}},,,Indian,,,,
Rana Ayyub,,{{hlist|Journalist|writer}},,,,,{{birth date and age|df|=|y|1984|5|1}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,RANA AYYUB.jpg,,,,,,,,,,,,,,
Ranee Narah,,,,,,[[Bharat Narah]],{{birth date and age|1965|10|31|df|=|y}},,"[[Guwahati]], [[Assam]], [[India]]",,,,,"Smt. Ranee Narah taking charge as the Minister of State for Tribal Affairs, in New Delhi on October 29, 2012.jpg",,2 sons,,,,,,,Jahanara Choudhury,,,,,
Rani Bhabani,,,,,,Raja Ramkanta Moitra,,,"[[Bogra]], [[Bengal Subah]]","[[Natore]], [[Bengal Presidency]], [[British India]]",,,,,,,,,,,,,,,,,,
Rani Dhavan Shankardass,,"Historian, author",,,,[[Vijay Shankardass]],,,,,,,"''Of Women Inside: Their Yesterdays Todays and Tomorrows'' (2011),
''In Conflict and Custody: Therapeutic Counselling for Women'' (2012)",Rani Dhavan Shankardass - Kolkata 2016-04-07 3464.JPG,,,,,,,,"[[University of Cambridge]], [[University of London]], [[University of Pennsylvania]], [[University of Allahabad]]",,Indian,,,,
Gaidinliu,,Spiritual and political leader of the [[Zeliangrong]] [[Naga people|Nagas]],,Lothanang,Karotlienliu,,{{Birth date|1915|01|26|df|=|y}},{{Death date and age|1993|02|17|1915|01|26|df|=|y}},"Nungkao village, [[Manipur (princely state)|Manipur]], British India","Longkao, [[Manipur]], India",,Armed resistance against the [[British Raj]],,Rani Gaidinliu 1996 stamp of India.jpg,,,,,,,"[[Padma Bhushan]] (1982), Tamrapatra Freedom Fighter Award (1972),  Vivekananda Seva Award (1983)",,,Indian,,,,
Rani Rampal,,,,,,,{{birth date and age|df|=|yes|1994|12|4}},,"[[Shahabad Markanda]], [[Haryana]], India",,,,,"XIX Commonwealth Games-2010 Delhi Rani Rampal of India scoring the India’s only goal against Australia, in Women’s Hockey Match, at Major Dhyanchand National Stadium, in New Delhi on October 06, 2010.jpg",,,,,,,,,,,60 kg,1.65 m,,
Rashmoni Das,,"[[Social activist]], [[Businessperson]], [[Zamindar]]",,,,Babu Rajachandra Das (Marh),{{Birth date|df|=|yes|1793|09|28}},,"Kona village, [[Bengal Presidency]], [[Company rule in India|Company Raj]] (present-day [[Halisahar]], [[North 24 Parganas]], [[West Bengal]], India)","[[Calcutta]], Bengal Presidency, [[British India]]",,"Founder of [[Dakshineshwar Kali Temple]], Kolkata",,Kolkata Rani Rashmoni statue.jpg,,"Padmamoni Das, Kumari Chowdhury, Karunamoyee Biswas, Jagadamba Biswas.",,,,,,,,[[Indian people|Indian]],,,,
Lakshmibai,,,,Moropant Tambe,Bhagirathi Sapre,{{marriage|[[Gangadhar Rao Newalkar]]|end|=|died|1842|1853}},{{Birth date|1828|11|19|df|=|y}},{{death date and age|1858|6|17|1828|11|19|df|=|y}},"[[Varanasi|Benares]], [[Benares State|Kingdom of Kashi-Benares]] (present-day [[Varanasi]], [[Uttar Pradesh]], [[India]])","Kotah-ki-Serai, [[Gwalior]], [[Gwalior State]], [[British Raj|British India]] (present-day [[Madhya Pradesh]], India)",,,,Rani of jhansi.jpg,,,,,Maharani of Jhansi,,,,Manikarnika Tambe,,,,,
Ranjana Ash,,"Writer, literary critic, academic and activist",,,,"[[Bill Ash]], m. 1955",{{birth date|df|=|y|1924|12|6}},{{Death date and age|df|=|y|2015|8|10|1924|12|6}},"[[Birbhum]], [[West Bengal]], India",London,,,,,,,,,,,,,Ranjana Sidhanta,,,,,
Rapid Rashmi,,"Announcer, Host, MC, [[Radio jockey]]",,,,Davis,,,India,,,,,,,,,,,,,,Rashmi R Rao,Indian,,,,
Rasanara Kephatulla Parwin,,,India,,,,{{Birth date and age|1992|05|04|df|=|yes}},,"[[Balangir]], India",,,,,,,,,,,,,,,,,,,
'''Rashid Jahan''',,"Writer, gynecologist",,,,Mahmuduz Zafar,{{birth date|1905|08|25|df|=|y}},{{death date and age|1952|07|29|1905|08|25}},"[[Aligarh]], [[Uttar Pradesh]], [[India]]","[[Moscow]], Russia",,,''[[Angarey]]'',RashidJahanPic.jpg,,,,,,,,,,,,,,
Rashmi Bansal,,[[Author]],,,,Yatin Bansal,,,,,,,"{{unbulleted list | Stay Hungry Stay Foolish | Connect the Dots | I Have a Dream | Poor Little Rich Slum | Follow Every Rainbow | Take Me Home | Arise, Awake | God's Own Kitchen | Touch the Sky}}",Rashmi Bansal (cropped).JPG,,,,,,,,,,Indian,,,,
Rashmi Doraiswamy,,[[Film critic]],,,,,,,India,,,,,"{{CSS image crop
|Image |=| Press conference by the Film Critics, M.K. Raghavendra, Rashmi Doraiswamy and Ashok Rane, at the 45th International Film Festival of India (IFFI-2014), in Panaji, Goa on November 26, 2014.jpg
|bSize |=| 1200
|cWidth |=| 225
|cHeight |=| 225
|oTop |=| 390
|oLeft |=| 495
|Location|=|center}}",,,,,,,[[National Film Award]],,,Indian,,,,
