Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Ragini,,,,,,Madhavan Thampi,27 March 1937,30 December 1976 (aged 39),"[[Thiruvananthapuram]], [[Travancore]] (Now in [[Kerala]])",,,,,Raagini (actress).jpg,,Lakshmi<br>Priya,,,,,,,,,,,,
Ragini Dwivedi,,"Actress, [[Model (people)|model]]",,,,,{{birth date and age|df|=|yes|1990|05|24}},,"[[Mhow]], [[Madhya Pradesh]], India",,,,,Ragini Dwivedi at Acharya Habba.jpg,,,,,,,,,,,,,,
Ragini Khanna,,Actress,,,,,{{Birth date and age|1987|12|9|df|=|y}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Ragini Khanna on Day 5 of Lakme Fashion Week 2017 (47) (cropped).jpg,,,,Ragini Khanna signature.jpg,,,,,,Indian,,,,
Ragini Trivedi,,"Academic, musician, writer, composer",,,,,{{Birth date and age|df|=|yes|1960|3|22}},,"[[Kanpur]], [[Uttar Pradesh]], [[India]]",,,,,"Ragini Trivedi playing Vichitra Veena, Indore MP India, Jan 2012.jpg",,,,,,,,,,,,,,
Raima Sen,,Actress,,,,,{{birth date and age|df|=|y|1979|11|7}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Raima Sen at HM store launch in Kolkata (6) (cropped).jpg,,,,,,,,,,,,,,
Rajani,,,,,,{{marriage|Dr. Mullagiri Praveen| 1998}},{{Birth date and age|df|=|yes|1965|07|27}},,"[[Bengaluru]], Karnataka, India",,,,,,,,,,,,,,,,,,,
Rajashree,,Novelist & Film-maker,,,,,,,,,,,'''Novel''': ''[[Trust Me (novel)|Trust Me]]'' <br />'''Film''': ''The Rebel'',,{{URL|http://www.rajashree.in}},,,,,,[[National Film Awards|National Award]],,,Indian,,,,
Rajee Narayan,,[[Bharatanatyam]] Dance Guru<br>[[Choreographer]]<br>[[Composer]]<br>[[Musician]],,,,,{{Birth date|df|=|yes|1931|08|19}},{{Death date and age|df|=|yes|2020|9|25|1931|8|19}},"[[Chennai]], [[India]]","[[Gurgaon]], [[New Delhi]], [[India]]",,[[Bharatanatyam]],,Guru Rajee Narayan Photograph.jpg,{{Url|http://www.rajeenarayan.com}},Shyamsundar Narayan,,,,,[[Sangeet Natak Akademi Award]] <br>Tagore Akademi Puraskar<br>Sangeetha Sikshamani<br>Swar Sadhna Ratna<br>[[M. S. Subbulakshmi]] Award,,,,,,,
Rajeshwari Chatterjee,,"Professor, scientist",,,,,{{birth date|df|=|yes|1922|1|24}},{{Death date and age|2010|9|3|1922|1|22|df|=|y}},,,,,,Rajeshwari_Chatterjee_image.jpg,,,,,,,,,,Indian,,,,
Rajisha Vijayan,,"Actress, television presenter",,,,,{{Birth date and age|df|=|yes|1991|07|15}},,"[[Calicut district|Calicut]], [[Kerala]], India",,,,,,,,,,,,,,,Indian,,170,,
Rajni Basumatary,,"[[Film director|Director]], [[Film producer|producer]], [[screenwriter]], [[actor]]",,,,,,,,,,,,,,,,,,,,,,,,,,
Rajshree,,[[Actress]],,,,,{{birth date and age|df|=|yes|1944|10|08}},,"[[Bombay]], [[Bombay Presidency]], [[British India]] {{flagicon|British Raj}}",,,,,Rajshree - ETH Bibliothek Com L15-0265-0004-0005.tif,,,,,,,,,,,,,,
Rajshree Ojha,,Film director,,,,,,,"[[Kolkata, India|Kolkata]]",,,,,,,,,,,,,,,,,,,
Rajshri Deshpande,,Actress,,,,,,,"[[Aurangabad, Maharashtra|Aurangabad]], Maharashtra, India",,,,,Rajshri Deshpande at media meet of 'Angry Indian Goddess'.jpg,,,,,,,,,,,,,,
Rakhi Sawant,,{{hlist|Actress|Television presenter|Dancer|Politician|Model}},,,,"{{Marriage|Ritesh|ref|{{cite web |url=https://www.news18.com/news/movies/rakhi-sawant-confirms-marrying-nri-reveals-husbands-name-and-details-2258409.html|title= Rakhi Sawant Confirms Marrying NRI, Reveals Husband's Name and Details |work=news18.com|date= 5 August 2019 |access-date=1 September 2019}}|</ref>|2019}}",{{Birth date and age|1978|11|25|df|=|yes}},,"[[Agra]], [[Uttar Pradesh]], India",,,,,Rakhi Sawant in 2019.jpg,,,,,,,,,,,,,,
Rakshita,,"{{flatlist|
* Television personality
* film producer
* actress}}",,,,{{marriage|[[Prem (film director)|Prem]]|9 March 2007}},{{Birth date and age|1984|03|31|df|=|yes}},,"[[Bangalore]], [[Karnataka]], India",,,,,Rakshitha.jpg,,1,,,,,,,,,,,,
Rakul Preet,,{{hlist|Actress|model}},,,,,{{Birth date and age|df|=|y|1990|10|10}},,"[[New Delhi, India]]",,,,,Rakul-Preet-Singh-snapped-at-the-wrap-up-party-of-Marjaavaan-4 (cropped).jpg,,,,,,,,"[[Jesus and Mary College]], [[University of Delhi]] – [[BSc (Hons)]] in [[Mathematics]]",,,,,,
Rambha,,{{hlist|Actress|film producer|TV Judge}},,,,{{marriage|Indrakumar Pathmanathan|2010}},{{Birth date and age|1976|6|5|df|=|y}},,"[[Vijayawada]], [[Andhra Pradesh]], India",,,,,Rambha quick gun murugun.jpg,,3,,,,,,,,,,,,
Ramya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramya Barna,,Actress,,,,,{{birth date and age|df|=|yes|1986|8|4}},,"[[Kodagu]], Karnataka, India",,,,,Ramya Barna DS.jpg,,,,,,,,,,,,,,
Ramya Krishnan,,Actress,,,,{{marriage|[[Krishna Vamsi]]|2003}},{{birth date and age|1970|09|15|df|=|y}},,"[[Madras]], [[Tamil Nadu]], India",,,,,Ramya Krishnan.jpg,,1,,,,,,,,,,,,
Remya Nambeesan,,{{Hlist |Model|film actress|playback singer|television presenter|dancer}},,,,,{{Birth date and age|1986|3|24|df|=|y}},,"[[Chottanikkara]], [[Cochin]], [[Kerala]], [[India]]",,,,,Remya Nambeesan.jpg,,,,,,,,,,,,,,
Ramya Sri,,Actress,,,,,,,"[[Visakhapatnam]], [[Andhra Pradesh]], India",,,,,,,,,,,,,,,,,,,
Rani Mukerji,,Actress,,[[Ram Mukherjee]],,{{marriage|[[Aditya Chopra]]|2014}},{{Birth date and age|df|=|yes|1978|03|21}},,"[[Calcutta]], [[West Bengal]], India",,,,[[Rani Mukerji filmography|Full list]],Rani Mukerji promoting Hichki in 2018 (cropped).jpg,,1,,,,,[[List of awards and nominations received by Rani Mukerji|Full list]],,,,,,,
Ranjana Ash,,"Writer, literary critic, academic and activist",,,,"[[Bill Ash]], m. 1955",{{birth date|df|=|y|1924|12|6}},{{Death date and age|df|=|y|2015|8|10|1924|12|6}},"[[Birbhum]], [[West Bengal]], India",London,,,,,,,,,,,,,,,,,,
Ranjana,,,,,,,1955,3 March 2000,,"[[Parel]], [[Mumbai]], [[India]]",,,,RanjanaD.jpg,,,,,,,,,,,,,,
Ranjeeta Kaur,,Actress,,,,Raj Masand,{{birth date and age|1956|09|22|df|=|y}},,"[[Jalandhar]], [[East Punjab|Punjab]], [[India]]",,,,,[https://in.pinterest.com/pin/804948133378094577/?amp_analytics=1*1i21gsu*cid*RUJxc3hKRHMtZWtnNWtJUzBhRUZYb3NVajdRY0ZTbHFQN2FaZEhwNW16QUVyX0gxT2MzcWJLUHlRbDFRWXp3aA..],,1,,,,,,,,,,,,
Ranjitha,,Actress,,,,,{{birth date and age|df|=|yes|1975|06|04}},,,,,,,,,,,,,,,,,,,,,
Raashi Khanna,,{{hlist|Actor|singer}},,,,,{{Birth date and age|df|=|yes|1990|11|30}},,"[[Delhi]], India",,,,,"Raashi Khanna at the Big C launch, Hyderabad (cropped).jpg",,,,,,,,,,,,,,
Rashi Mal,,[[Actress]],,,,,{{birth based on age as of date|26|2019|04|23}},,"[[Delhi]], [[India]]",,,,,,,,,,,,,,,,,,,
Rashami Desai,,Actress,,,,{{Marriage|[[Nandish Sandhu]]|2012|2015|reason|=|divorce}},{{birth date and age|1986|02|13|df|=|y}},,"[[Nagaon]], [[Assam]], India",,,,{{ubl|''[[Uttaran]]''|''[[Dil Se Dil Tak]]''|''[[Bigg Boss (Hindi season 13)|Bigg Boss 13]]''}},Rashami Desai promoting Tandoor.jpg,,,,,,,,,,,,,,
Rashmi Gautam,,{{hlist|Actress|[[television presenter]]}},,,,,27 April,,"[[Visakhapatnam]], [[Andhra Pradesh]], India",,,,,Rashmi Gautam.jpg,,,,,,,,,,,,,,
Rashmika Mandanna,,{{hlist|Actress|model}},,,,,{{Birth date and age|df|=|yes|1996|04|05}},,"[[Virajpet]], [[Karnataka]], India",,,,,RashmikaMandanna at Bheeshma event.jpg,,,,,,,,,,,,,,
Rashna Bhandari,,,,,,,,,,,,"Biological Sciences, Eukaryotic signal transduction",,,,,,,,,,,,Indian,,,,
Ratan Rajput,,[[Actress]],,,,,,,"[[Patna]], [[Bihar]], [[India]]",,,[[Mahabharat (2013 TV series)|Mahabharat]] <br/> [[Santoshi Maa - Sunayein Vrat Kathayein|Santoshi Maa]],,Ratan Rajput in 2018.jpg,,,,,,,,,,,,,,
Rati Agnihotri,,{{hlist|Model|actress}},,,,{{marriage|Anil Virwani|1985|2015|reason|=|divorce}},{{birth date and age|1960|12|10|df|=|y}},,"[[Bareilly]], [[Uttar Pradesh]], [[India]]",,,,,RatiAgnihotri1.jpg,,[[Tanuj Virwani]],,,,,,,,,,,,
Rati Pandey,,[[Actress]],,,,,,,,,,"Miley jab hum tum 
[[Shaadi Mubarak]] <br/>",,,,,,,,,,,,,,,,
Ratna Pathak Shah,,Actress,,,[[Dina Pathak]],{{marriage|[[Naseeruddin Shah]]|1982}},{{birth date and age|df|=|yes|1957|03|18}},,"[[Bombay]], [[Bombay State]], [[India]]",,,,,Ratna Pathak at DIFF 2016.jpg,,[[Imaad Shah]]<br/>[[Vivaan Shah]],,,,,[[Ratna Pathak#Awards|See below]],,,,,,,
Raveena Tandon,,{{hlist|Actress|model}},,[[Ravi Tandon]],[[Veena Tandon]],{{marriage|Anil Thadani|2004}},{{birth date and age|1974|10|26|df|=|yes}},,"[[Bombay]] (present-day Mumbai), [[Maharashtra]], India",,,,,RaveenaTandon.jpg,,2,,,,,,,,,,,,
Reema Kagti,,Film director and screenwriter,,,,,,,"[[Guwahati]], [[Assam]], India",,,,,Reema Kagti (cropped).jpg,,,,,,,,,,,,,,
Reema Lagoo,,[[Actress]],,,,Vivek Lagoo {{small|(separated)}},{{Birth date|1958|06|21|df|=|yes}},{{Death date and age|2017|05|18|1958|6|21|df|=|yes}},"[[Mumbai|Bombay]], [[Bombay State]], [[India]]<br>(present-day [[Mumbai]], [[Maharashtra]])","[[Mumbai]], [[Maharashtra]], [[India]]",,,,Reema Lagoo (1 May 2011).jpg,,1,,,,,,,,,,,,
Reema Rakeshnath,,"Writer, director",,,,Rakesh Nath,,,,,,,,,,[[Karan Nath]],,,,,,,,,,,,
Reema Sen,,"{{Plainlist|
*[[Actress]]
*[[Model (people)|Model]]}}",,,,{{married|Shiv Karan Singh|2012}},{{birth date and age|1981|10|29|df|=|y}},,"[[Kolkata]], [[West Bengal]], [[India]]",,,,,Reema sen.jpg,,1,,,,,,,,,,,,
Reena Roy,,[[Actress]],,,,{{marriage|[[Mohsin Khan (cricketer)|Mohsin Khan]]|1983|end|=|divorced}},{{birth date and age|df|=|yes|1957|01|07}},,"[[Bombay]], [[Bombay State]], [[India]]",,,,,Evelyn-Sharma-snapped-attending-the-Knight-Frank-India-event-2 (cropped).jpg,,,,,,,,,,,,169 cm,,
Reenu Mathews,,{{hlist|Actress|model|[[air hostess]]}},,,,,{{birth date and age|df|=|y|1981|2|6}},,India,,,,,Reenu Mathews.jpg,,,,,,,,,,,,171 cm,,
Regina Cassandra,,Actress,,,,,{{birth date and age|1990|12|13|df|=|yes}},,"[[Madras]], [[Tamil Nadu]], [[India]]",,,,,Regina_Cassandra_grace_the_launch_of_Aankhen_2_(17)_(cropped).jpg,,,,,,,,,,,,,,
Rekha,,Actress,,[[Gemini Ganesan]],[[Pushpavalli]],{{marriage|Mukesh Agarwal|1990|1990|reason|=|died}},{{birth date and age|df|=|yes|1954|10|10}},,"[[Madras]], [[Madras State]], India",,,,[[Rekha filmography|Full list]],Rekha in 2019.jpg,,,,Rekha signature.svg,,[[Padma Shri]] (2010),[[List of awards and nominations received by Rekha|Full list]],,,,,,,
Rekha,,[[Actress]],,,,George Harris <br/> (m.1996-present),,,,,,,,Clicked in DP event.jpg,,Anusha (b.1998),,,,,,,,,,,,
Rekha Das,,Film actress,,,,"{{marraige|[[Om Prakash Rao]]|ref|{{cite web|title=ಬೆಳ್ಳಿಪರದೆಗೆ ಓಂ ಪ್ರಕಾಶ್ ರಾವ್, ರೇಖಾದಾಸ್ ಕುಡಿ|url=https://kannada.filmibeat.com/news/actress-shravya-acts-loosugalu-rekha-das-om-prakash-rao-067685.html|website=kannada.filmibeat.com|url-status=live|archiveurl=https://web.archive.org/web/20180316214017/https://kannada.filmibeat.com/news/actress-shravya-acts-loosugalu-rekha-das-om-prakash-rao-067685.html|archivedate=16 March 2018|df=dmy-all}}|</ref>|end|=|divorced}}",,,"[[Karnataka]], India",,,,,,,1,,,,,,,,,,,,
Rekha Raju<br>രേഖ രാജു,,"[[Dancer]], [[Choreographer]]",,,,,10 April,,"[[Kalpathi]], [[Palakkad district|Palakkad]], [[Kerala]]",,,[[Mohiniyattam]] & [[Bharatanatyam]],,Rekha Raju DS 2.jpg,{{URL|rekharaju.com|rekharaju.com}},,,,,,,[[Doctor of Philosophy|PhD]] in [[Fine art|Fine Arts]],,{{IND}} [[India]]n,,,,
Rekha Rana,,"[[Actress]], [[Dancer]], [[Model (person)|Model]]",,,,,,,"[[New Delhi]], India",,,,,Rekha Rana photoshoot (01).jpg,{{url|https://rekharana.com/}},,,,,,,,,,,,,
Rekha,,"[[Actress]], [[Model (person)|model]]",,,,,{{Birth date and age|1985|4|20|df|=|yes}},,"[[Bangalore]], Karnataka, India",,,,,,,,,,,,,,,,,,,
Renee M Borges,,,,,,,25 February 1959,,,,,"Chemical ecology, Plant-animal interactions, Behavioural ecology, and Evolutionary biology",,,,,,,,,,,,Indian,,,,
Renuka Menon,,"Actress, Model",,,,Suraj (2006 - present),"November 3, 1983",,"[[Alappuzha]], [[Kerala]], [[India]]",,,,,,,,,,,,,BBA,,,,,,
Renuka Ravindran,,,,,,,11 May 1943,,,,,,,Renuka Ravindran.jpg,,,,,Dean of Indian Institute of Science,,,,,[[Indian people|Indian]],,,,
Renuka Shahane,,"[[Actress]], [[Film director|Director]], [[Screenwriter|Writer]]",,Lt. Cdr. Vijaykumar Shahane,[[Shanta Gokhale]],{{marriage|Vijay Kenkare|reason|=|div}} <br> {{marriage|[[Ashutosh Rana]]|2001}},{{Birth date and age|df|=|yes|1966|10|07}},,"[[Maharashtra]], [[India]]",,,,,Renuka Shahane (at Premiere of Marathi film 'Mission Possible').jpg,,Shauryaman Rana<br>Satyendra Rana,,,,,"[[Filmfare Marathi Awards]] for Best Actress for ""Aboli"" (1994)",,,,,,,
Renukamma Murgod,,Actress,,,,,{{birth year|1932}},{{death date|2008|6|25|df|=|y}} (aged 76),"[[Murgod]], [[Savadatti]], [[Belagavi, Karnataka]], India",[[Murgod]],,"Theatre, Soap and Film acting",,Renukamma Murgod.jpeg,,,,,,,,,,,,,,
Revathi,,{{hlist|Actress|film director|social worker}},,,,{{marriage|[[Suresh Chandra Menon]]|1986|2013|end|=|divorce}},{{Birth date and age|df|=|yes|1966|07|08}},,"[[Cochin]], [[Kerala]], India",,,,,Revathi at the screening of Masaala at PVR Phoenix (1) (cropped).jpg,,Mahee (b.2013),,,,,[[Revathi#Awards|Full List]],,,,,,,
Rhea Chakraborty,,{{Unbulleted list|[[VJ (media personality)||Abbr|VJ|Video Jockey|]]|[[Actress]]}} {{Abbr|VJ|Video Jockey}} ]],,,,,{{Birth date and age|1992|7|1|df|=|yes}},,"[[Bangalore]], [[Karnataka]], India",,,,,"Rhea Chakraborty, 6th Nykaa Femina Beauty Awards 2020 (11) (cropped).jpg",,,,,,,,,,,,,,
Richa Ahuja,,Actress,,,,,,,,,,,,,,,,,,,,,,,,,,
Richa Chadda,,Actress,,,,,{{birth date and age|1986|12|18|df|=|y}},,"[[Amritsar]], [[Punjab, India]]",,,,,Richa Chadda promotes Amazon web series.jpg,,,,,,,,,,,,,,
Richa Gangopadhyay,,"[[Film actress]], [[Model (person)|model]]",,,,Joe Langella,,,"[[New Delhi]], India",,,,,RichaGangopadhyay.jpg,,1,,,[[Miss India USA|Miss India USA 2007]],,,"[[Master of Business Administration|MBA]] ([[Michigan State University]])<br>BS, Communications, Theatre Arts minor ([[Washington University in St. Louis]])",,[[Americans|American]],,,,
Richa Pallod,,"Actress, Model, Voice Artist",,,,,{{Birth date and age|df|=|yes|1980|08|30}},,"[[Bangalore]], [[Karnataka]], [[India]]",,,,,Richa Pallod.jpg,,,,,,,,,,,,,,
Richa Panai,,Film actress,,,,,,,,,,,,Richa Panai Traffic Screening.jpg,,,,,,,,,,,,,,
Richa Sharma,,"[[Actor|Film actress]], [[Model (person)|model]]",,,,{{marriage|[[Sanjay Dutt]]|1987}},{{birth-date|6 August 1964}},{{death date and age|df|=|y|1996|12|10|1964|08|06}},"[[Mumbai]], [[Maharashtra]], [[India]]","[[New York City]], [[United States]]",,,Hum Naujawaan (1985),RichaSharma(actress)Image.jpg,,Trishala Dutt,,,,,,,,Indian,,,,
Ridhi Dogra,,Actress,,,,{{marriage|[[Raqesh Bapat]]|2011|2020|end|=|divorce}},{{birth date and age|1984|09|22|df|=|yes}},,"[[Delhi]], [[India]]",,,,,Ridhi Dogra in 2017.jpg,,,,,,,,,,,,,,
Rima Kallingal,,{{hlist|[[Actress]]|[[Film producer]]|television host}},,,,[[Aashiq Abu]] (2013–present),{{Birth date and age|1984|1|19|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Rimi Basu Sinha,,Singer/Composer,,,,,,,"Allahabad, Uttar Pradesh, India",,,,,Bhakti with Rimi Sinha (8).jpg,https://www.rimibasusinha.com/,,,,,,,,,,,,,
Rimi Sen,,Film actress,,[[Raja Sen]],Papiya Sen,,{{birth date and age|df|=|yes|1981|09|21}},,"[[Calcutta]], [[West Bengal]], India",,,"''[[Dhoom]]'', [[Hungama (2003 film)|''Hungama'']],
''[[Phir Hera Pheri]]''",,Rimi Sen walks the ramp for Rocky S at the IBFW on day 2 in Goa (09) (cropped).jpg,,,,,,,,,,Indian,,,,
Rimi Tomy,,{{hlist|[[Playback singer]]|[[television host]]|actress}},,,,{{marriage|Royce Kizhakoodan|2008|2019|reason|=|divorced}},{{birth date and age|df|=|yes|1983|9|22}},,"[[Pala, Kerala]], India",,,,,Rimi Tomy cropped.jpg,,,,,,,,,,,,,,
Rinke Khanna,,Actress,,[[Rajesh Khanna]],[[Dimple Kapadia]],{{marriage|Samir Saran|2003}},{{Birth date and age|df|=|yes|1977|07|27}},,"[[Bombay]], [[India]]",,,,,Rinke Khanna at BMW India Bridal Fashion Week 2015 (cropped).jpg,,2,,,,,,,,,,,,
Rinku Kalsy,,"[[Film Editor]], [[Film Director]]",,,,,,,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,,,,,,,,,,,,,,,
Rinku Rajguru,,Actress,,,,,{{Birth date and age|df|=|yes|2001|06|03}},,"[[Akluj]], [[Maharashtra]], [[India]]",,,''[[Sairat]]''<br/>''[[Hundred (Indian TV series)|Hundred]]'',,Rinku Rajguru 2.jpg,,,,,,,,,,,,,,
Rita Bhaduri,,"Film actress, Television actress",,,,,{{Birth date|df|=|yes|1955|11|04}},{{Death date and age|df|=|yes|2018|07|17|1955|11|04}},"[[Indore]], [[Madhya Bharat]], [[India]]","[[Mumbai]], [[Maharashtra]], [[India]]",,,,RitaBhaduri.jpg,,,,,,,,,,,,,,
Rita Ganguly,,Classical musician,,,,Keshav Kothari,,,"[[Lucknow]], [[Uttar Pradesh]], India",,,[[Hindustani music]],,,,a son and a daughter [[Meghna Kothari]],,,,,[[Padma Shri]]<br>[[Sangeet Natak Akademi Award]]<br>Priyadarshi Award<br>Rajiv Gandhi Shiromani award<br>Critics Circle of India Award<br>Broadcasters Association Lifetime Achievement Award,,,,,,,
Rita Kothari,,"Author, translation theorist, professor",,,,,{{Birth date and age|df|=|y|1969|7|30}},,,,,,"* ''Translating India'' (2003)
* ''The Burden of Refuge: The Sindhi Hindus of Gujarat'' (2007)
* ''Unbordered Memories'' (2009)",Rita Kothari Writer.jpg,{{URL| https://ittgn.academia.edu/RitaKothari}},,,Rita Kothari signature.jpg,,,,"* [[Master of Arts]]
* [[Master of Philosophy]]
* [[Doctor of Philosophy]]",,,,,,
Ritika Singh,,{{hlist|Actress|martial artist}},,,,,,,,,,[[Irudhi Suttru]],,Ritika Singh at the launch of the short film I Am Sorry.jpg,,,,,,,[[National Film Award for Best Actress]] <br /> [[Filmfare Award for Best Actress – Tamil]],,,Indian,,,,
Rituparna Sengupta,,Actress and [[Film producer|producer]],,,,{{married|Sanjay Chakrabarty|1999}},{{birth date and age|df|=|yes|1970|11|7}},,"[[Kolkata, West Bengal]], India",,,,[[List of works by Rituparna Sengupta|Full list]],Rituparna Sengupta - Singapore 2020 - Vhok John.jpg,{{URL|http://www.rituparna.com/}},2,,,,,,,,,,,,
Riya Sen,,{{hlist|Actress|model}},,,,{{marriage|Shivam Tewari|2017}},{{Birth date and age|1981|1|24|df|=|y}},,"[[Kolkata, West Bengal]], India",,,,,Riya Sen at the success bash of ALTBalaji (04).jpg,{{URL|http://riyasen.co/}},,,,,,,,,,,,,
Rohini,,Actress<br/>[[lyricist]]<br/>[[screenwriter]]<br/>[[voice actress]]<br/>Director<br/>model<br/>anchor,,,,{{marriage | [[Raghuvaran]] | 1996 | 2004 |reason|=|divorced}},{{Birth date and age|df|=|yes|1969|12|15}},,"[[thummapala]], [[Andhra Pradesh]], India",,,,,,,Rishivaran (b.1998),,,,,,,,Indian,,,,
Rohini Balakrishnan,,,,,,,,,,,,,,,http://ces.iisc.ernet.in/rohini/,,,,,,,,,Indian,,,,
Prof. Rohini Godbole,,,,,,,1952,,,,,,,Rohini Godbole.png,http://rmgodbole.in/,,,,,,"[[File:National Order of Merit Grand Cross Ribbon.png|20px]] [[National Order of Merit (France)|National Order of Merit]] [[Padma Shri]] {{small|(2019)}} , [[Government of India]] [[IIT Bombay]], 1974 Batch, Silver medallist",,,Indian,,,,
Rohini Hattangadi,,,,,,{{marriage|Jayadev Hattangadi|1977|2008|reason|=|his death}},{{Birth date and age|1955|4|11|df|=|y}},,"[[Pune]], [[Bombay State]], [[India]]",,,,,Rohini Hattangadi in 2010.jpg,,1,,,,,,,,,,,,
Roja,,{{hlist|Film actress|producer|television host|politician}},,,,{{marriage|[[R. K. Selvamani]]|2002}},{{birth date and age|df|=|yes|1972|11|17}},,"[[Tirupati]], [[Andhra Pradesh]], India",,,,,,,2,,,,,,,,,,,,
Roja Ramani,,Actress,,,,{{marriage|Chakrapani|1981}},{{Birth date and age |1959|9|16|df|=|y}},,"[[Rajahmundry]], [[Andhra Pradesh]], India",,,,,Roja Ramani 1.jpg,,[[Tarun (Telugu actor)|Tarun]]<br>Amulya,,,,,,,,,,,,
Roma,,"Actress, Model",,,,,{{birth date and age|1984|8|25}} {{Circular reference|date|=|June 2019}},,"[[Trichy]], [[Tamil Nadu]], India",,,,,[[File:Roma Asrani (2011) (cropped).jpg|Roma Asrani (2011)|200px]],,,,,,,,,,Indian,,,,
Romila Thapar,,"Historian, Writer",,[[Daya Ram Thapar]],,,{{Birth date and age|df|=|yes|1931|11|30}},,"[[Lucknow]], [[United Provinces of Agra and Oudh|United Provinces]], [[British India]]",,,Authoring books about Indian history,,File:Thapr2.jpg,,,,,,,"Honorary doctorates [[University of Chicago]], [[University of Oxford]], [[Institut National des Langues et Civilisations Orientales]], Paris, [[University of Edinburgh]], the [[University of Calcutta]], [[University of Hyderabad]], [[Brown University]], [[University of Pretoria]].<br/>  Inaugural holder, Kluge Chair in Countries and Cultures of the South, US [[Library of Congress]]; Foreign Honorary Member of the [[American Academy of Arts and Sciences]], winner [[Kluge Prize|John W Kluge Prize for the Study of Humanity]], 2008.",,,,,,,
Roopa Ganguly,,,,,,,{{Birth date and age|df|=|yes|1966|11|25}},,"[[Kolkata]], [[West Bengal]], [[India]]",,,,,"Roopa Ganguly at a Swearing-in Ceremony, at Parliament House, in New Delhi.jpg",,,,,,,,,,,,,,
Roopa Iyer,,"Film director, actor, producer, screenwriter, choreographer, model",,,,{{Marriage|Gautam Srivatsa|2014}},{{birth date and age|1982|07|24|df|=|y}},,"[[Belakavadi]], [[Mandya district|Mandya]], [[Karnataka]], India",,,,,Roopa Iyer.jpg,,,,,,,,,,Indian,,,,
Roopa Rao,,Filmmaker,,,,,,,"[[Bangalore]], [[Karnataka]], [[India]]",,,''[[The Other Love Story]]''<br>''[[Gantumoote]]'',,Roopa Rao.jpg,,,,,,,,[[Asian Academy of Film & Television]],,,,,,
Roshni Chopra,,"[[Model (person)|Model]], [[Actress]], [[Television presenter]]",,,,Siddharth Kumar Anand,{{birth date and age|df|=|yes|1980|11|02}},,"[[New Delhi]], [[India]]",,,,,Roshni Chopra graces Femina Beauty Awards 2017 (20) (cropped).jpg,,2,,,,,,,,[[India]]n,,,,
Roshni Dinaker,,"Film director, [[costume designer]]",,,,Dinaker O. V.,,,"[[Kodagu district]], India",,,,,,,2,,,,,,,,,,,,
Prasthanam,,,India,,,,,,,,,,,prasthanam.jpg,,,,,,,,,,,,,,
Rucha Gujarathi,,[[Actor|Actress]],,,,,{{birth date and age|df|=|yes|1983|01|24}},,"[[Mumbai]], India",,,,,,,,,,,,,,,Indian,,,,
Rugmini Gopalakrishnan,,Veena artist,,,,,1936,,"Tamil Nadu, India",,,,,File:SmtRugminiGopalakrishnan.jpg,,,,,,,,,,,,,,
Rukmini Devi Neelakanta Shastri,,,,,,{{marriage|[[George Arundale]]|1920}},{{birth date|df|=|yes|1904|02|29}},{{Death date and age|df|=|yes|1986|02|24|1904|02|29}},"[[Madurai]], [[Madras Presidency]], [[British India]]","[[Chennai]], [[Tamil Nadu]], India",,,,Rukmini Devi.jpg,,,,,,,[[Padma Bhushan]] (1956)<br />[[List of Sangeet Natak Akademi fellows|Sangeet Natak Akademi Fellowship]] (1967),,,,,,,
